Gene	Length
Mtmr9	3738
Gm15918	689
Xkr6	7258
Mir598	79
Pinx1	1946
Sox7	3299
4930578I06Rik	1316
Rp1l1	7573
Prss55	1403
Prss51	1244
4930471C04Rik	865
Prss52	1064
Gm17116	1013
9630015K15Rik	572
Msra	4295
Gm47202	1836
Mir124a-1hg	4804
Mir124a-1	85
Mir3078	87
Kif13b	13017
Gm26225	135
Hmbox1	9681
Gm37183	3405
Gm20111	319
Gm4573	265
Ints9	6814
Extl3	6063
Gm48299	278
Gm30008	526
Gm41177	696
Fzd3	12804
Gm27263	76
Gm9086	613
Fbxo16	3970
Gm48433	701
Gm48449	221
Zfp395	4733
Pnoc	2157
Elp3	3002
Nuggc	2836
Scara5	6093
Pbk	1791
Esco2	6648
Ccdc25	4897
Scara3	3597
Gm19222	1768
Clu	3437
Gulo	2263
Adam2	2691
Gm10233	628
Ephx2	2484
Chrna2	3787
Ptk2b	7398
1700001G11Rik	1080
Trim35	4618
Gm41183	2360
Stmn4	1916
Gm23899	90
Adra1a	8728
Gm10032	2253
Gm9130	523
Dpysl2	4520
Gm5464	2874
Pnma2	5976
4930578I07Rik	1372
Gm9570	2372
Gm24258	133
Bnip3l	3859
Ppp2r2a	5381
Gm27647	118
Gm30806	1138
Gm20675	338
Ebf2	6928
Gm23178	95
Gm6878	2018
1700120O09Rik	977
4930438E09Rik	776
Gm10860	1888
Gm38409	2151
Gm24981	132
Gm47010	430
Gm20667	1930
Cdca2	5715
Kctd9	4746
Gnrh1	642
Dock5	12169
Mir6539	110
Gm31107	640
Nefm	5782
Nefl	3380
Gm19216	677
Gm22319	122
Gm47212	534
Gm31227	585
Adam7	4330
Adamdec1	2442
Adam28	9184
Gm46476	403
Gm47256	295
Gm41192	637
Stc1	4197
Rps2-ps5	849
1700092C10Rik	585
Nkx2-6	1134
Nkx3-1	3195
Gm37762	3561
Slc25a37	6021
Gm27222	427
Gm20236	4540
Gm31748	1497
Gm27223	606
Synb	4055
Gm16677	2756
Entpd4	8074
Gm27221	961
Gm16867	7788
Gm21451	2775
Gm38378	2268
Gm37094	4540
Gm37847	1497
Gm27175	606
Gm27179	3017
Gm27174	2174
Entpd4b	8074
Gm27176	961
Gm27177	6906
Loxl2	5405
Gm37513	2268
Mir6950	73
R3hcc1	2766
Chmp7	6302
Gm17740	2368
Tnfrsf10b	5451
Rhobtb2	10124
Pebp4	1079
Gm33524	816
Egr3	4406
Bin3	2187
Ccar2	4658
9930012K11Rik	2588
Pdlim2	4486
Sorbs3	3630
Gm49417	2128
Ppp3cc	2985
Gm49288	285
Gm44340	86
Gm4240	571
Slc39a14	10550
Gm9174	255
Piwil2	5287
Gm22725	110
Gm24890	102
Polr3d	2854
Mir320	82
Phyhip	2910
Bmp1	8870
Sftpc	1034
Lgi3	3899
Reep4	2377
Hr	6919
Nudt18	4440
Fam160b2	4033
Dmtn	9804
Fgf17	1689
Npm2	1036
Xpo7	19005
Gm49244	442
Dok2	2902
2410012E07Rik	1357
Gfra2	3539
Gm49289	1201
Gm4251	669
Gm37455	529
4930429C20Rik	503
Gm9192	985
4930434J06Rik	1556
Gm23735	134
Gm49290	380
Gm9195	8870
Mlnr-ps	969
Fndc3a	9944
Gm16549	503
Gm49293	1205
Gm41206	1537
Gm4606	1024
Gm49295	478
Gm9198	1279
Cysltr2	2872
Rcbtb2	9489
Gm17233	698
Rb1	6015
Mir687	89
Lpar6	5400
Gm49131	250
Itm2b	2732
Gm4266	832
Med4	3350
Nudt15	3579
Sucla2	3988
Gm21750	1497
Gm49165	2929
Gm49164	1645
Gm24540	107
Gm16409	747
Gm18683	583
Gm22164	106
Cbx3-ps6	552
Gm49170	187
Gm49171	1151
Gm6986	1231
4933402J15Rik	1660
Gm49174	526
Gm49175	449
Htr2a	5606
Gm9212	1119
Esd	3366
Lrch1	7734
Gm10847	1331
Gm4278	1456
Rubcnl	4799
Lrrc63	2517
Lcp1	9504
Gm15628	547
Gm15629	476
Cpb2	1629
Gm44482	103
Gm18147	545
Zc3h13	6283
Gm49200	699
Siah3	4472
Spert	1976
Erich6b	2201
Gm23622	107
Cog3	5226
Gm24876	92
Slc25a30	4571
Gm48931	229
Gm4285	902
Tpt1	2380
Snora31	130
Gtf2f2	1467
Kctd4	3998
Gm25517	134
Gpalpp1	5389
Nufip1	3974
Rps2-ps6	855
2900040C04Rik	459
Tsc22d1	8994
E130202H07Rik	3757
Serp2	1388
Fkbp1a-ps1	328
1700108F19Rik	3178
4930431P22Rik	715
Gm30246	3000
Gm48968	295
Gm48969	603
Gm4291	639
Lacc1	3644
Ccdc122	1985
Enox1	7962
Gm10132	468
Gm49001	2253
Gm49002	1845
Gm6994	1163
n-R5s48	110
Gm23823	124
Gm49003	349
Gm30467	1331
Gm1587	1354
Dnajc15	6513
Epsti1	2321
Gm48954	1412
Gm19301	2210
Gm48955	219
Fam216b	2323
Mir1971	106
Gm48959	397
Gm23652	107
Tnfsf11	2236
Gm26197	115
Gm4821	527
Akap11	11015
Dgkh	16975
Gm48998	2707
Gm26251	122
Gm18368	754
Gm49009	617
Gm30584	217
Gm19098	1945
Vwa8	12639
Gm49016	614
Gm6997	620
Gm49011	171
Gm30970	363
Gm49015	2704
Gm4632	529
Zfp957	3216
Gm49028	930
Rgcc	918
Naa16	15080
Mtrf1	2413
Kbtbd7	4526
Kbtbd6	2984
Wbp4	7566
Elf1	6737
Gm27857	126
Sugt1	7792
Cnmd	1843
Gm49042	820
4930452G13Rik	2981
Mir759	98
Pcdh8	4538
Gm9748	783
Gm6999	4423
Gm10845	3389
Gm49542	3446
Gm18605	623
Olfm4	2962
Gm17923	1423
Gm9578	753
Gm49043	466
Gm19120	688
Gm49044	301
Gm49045	375
Gm49046	389
Cyp2c73-ps	1047
Gm41219	352
Gm19311	466
Gm18525	719
Gm19050	805
Gm49047	232
Gm49048	476
Gm22891	164
Gm49049	187
Gm49050	381
Gm49051	270
Gm24774	134
Gm49052	504
Gm49053	412
Gm49054	141
Gm49055	370
Gm32455	2260
Gm49056	291
Gm29800	389
Gm49057	270
Pcdh17	12991
9630013A20Rik	2803
Gm7004	1458
Gm9264	508
Gm49059	694
Gm32729	606
Gm49060	631
Gm49061	432
Gm49062	190
4930529K09Rik	1367
Gm32815	1928
Gm49063	514
Gm23926	90
Gm4350	579
Gm32913	2124
Gm25115	140
Gm49157	130
Gm49158	457
Diaph3	5569
Gm49159	2624
Gm23438	91
Gm49193	2161
Gm37002	373
Gm23278	143
Tdrd3	6072
Gm49199	966
Gm33121	483
Gm49197	2201
Gm48922	179
Gm18812	844
Gm4355	1330
Rps3a2	792
Gm26405	100
Gm33203	714
Gm9274	984
Gm48929	494
Gm9275	775
Gm48930	636
Pcdh20	5492
Gm41225	772
Gm36946	435
Gm17882	299
Gm25886	114
Gm25415	132
Gm10110	3220
Gm48941	429
4930474H20Rik	1479
Gm25495	131
Gm33246	320
Gm18082	775
Gm23225	114
Gm7272	440
Gm48942	842
Gm48943	365
Gm48944	270
Gm24127	130
Gm37341	371
Gm7232	1940
Gm48962	220
4930433E05Rik	285
Gm48963	175
Pcdh9	6783
Gm23509	160
Gm9247	999
Gm17922	802
Gm48964	2020
Gm48967	4184
C230086J09Rik	4033
Gm48981	105
Gm48982	512
Gm23324	131
Gm48983	347
Gm18074	604
Gm33450	1460
Gm24680	126
Gm9721	714
Gm48989	1054
Gm48990	423
Gm48991	277
Gm48994	366
Gm5207	1578
Gm48995	481
Spertl	1173
Gm18885	1636
Gm19099	721
Klhl1	6645
Gm15515	822
Gm24043	116
Gm25133	130
Gm49006	481
Gnb1-ps2	337
Gm18926	814
Gm49007	2445
Gm24770	92
Gm9287	914
Gm33525	826
Gm27441	105
Gm23276	138
Gm9290	620
Dach1	7317
Gm25831	163
Gm16331	498
Gm26006	81
Gm46477	421
Gm49017	285
Gm26139	107
Gm27034	940
Gm49018	1208
Gm18148	680
Rpl36a-ps1	449
Mzt1	2563
Bora	5153
Dis3	7754
Pibf1	9797
Gm49026	1138
Gm4412	433
Klf5	5201
Gm22984	122
Gm25130	156
Gm49218	336
Gm49219	340
Gm49220	1021
Gm41230	965
Gm49225	747
Gm9298	911
Gm37093	407
Gm22970	186
Gm5958	297
Klf12	6985
4930517O19Rik	839
Gm16260	304
Gm41231	449
Gm26367	132
6330576A10Rik	1893
Gm9302	645
Gm24345	124
Gm49237	707
Gm49238	6773
Gm22401	117
Gm23538	101
Gm49239	292
Prr30	2123
Gm26173	136
Hspd1-ps5	1689
Tbc1d4	7676
Gm34417	487
Commd6	5145
Uchl3	3831
Gm18075	835
Gm49269	172
Gm9922	2215
Lmo7	11951
Gm5854	773
Gm22347	132
Gm49292	700
Gm23764	48
Gm34589	5658
Kctd12	6057
Mir5130	84
4933432I03Rik	1061
Rpl17-ps7	541
Gm34643	2289
Acod1	2623
Cln5	2563
Fbxl3	5103
Mycbp2	19364
Gm4654	982
1700087I21Rik	4145
Gm34907	1065
Scel	2503
Slain1	3284
Gm22877	105
Slain1os	3101
Ednrb	4266
Gm37910	217
4930432J09Rik	3301
D130079A08Rik	7110
Pou4f1	4672
Rnf219	4435
Gm49205	793
Gm22021	107
D130009I18Rik	7363
Gm25724	117
Gm24280	134
Gm5671	905
Rbm26	7649
Gm17066	1113
Gm48937	362
Gm6201	1774
Gm22290	107
Ndfip2	11553
Gm24207	108
Gm16259	553
5430440P10Rik	1016
4930449E01Rik	1186
Gm35909	2959
9330188P03Rik	4583
Gm6145	5671
Mir6390	129
Gm10076	384
Gm22406	93
Gm48970	505
Spry2	2087
Frg2f4	249
Gm4775	402
Trim52	3518
Gm48971	202
Gm48972	2306
Gm23459	131
Gm36107	426
1700128A07Rik	960
Gm24634	107
Gm48973	382
Gm48974	772
Gm17366	187
Gm23437	127
Gm9334	771
Gm19146	818
Gm9335	1311
Gm48976	1352
Gm48977	624
Gm24818	161
Gm24229	118
Rpl27a-ps2	450
Slitrk1	5359
Gm18977	998
Gm7313	470
Gm25901	130
Gm24369	96
n-R5s50	111
Gm23242	107
Gm48980	277
Gm17932	584
Gm25670	107
Gm26255	103
Slitrk6	4240
Gm48987	222
Gm9348	984
Gm22802	89
Gm48988	445
Gm48992	1101
Gm48993	310
Gm18580	892
Slitrk5	5263
AC102368.2	427
AC102368.1	174
Gm48999	1015
Gm22764	92
Gm49000	1597
Gm20127	458
Gm4822	479
Gm19223	1687
Gm4486	734
Gm49005	373
Tpm3-rs7	2147
Gm4487	442
Gm5209	720
Gm18369	574
Gm19829	2104
Gm37495	264
4930524C18Rik	1895
Gm49010	793
1700100I10Rik	1405
Gm31072	314
Gm24073	106
Mir17hg	3536
Mir17	84
Mir18	96
Mir19a	82
Mir20a	107
Mir19b-1	87
Mir92-1	80
Gpc5	4453
4930505G20Rik	561
Gm18367	600
Gm20713	435
Gm38045	199
Gpc6	6425
Mir6239	105
Dct	5895
4930435M08Rik	1567
Tgds	2437
Gpr180	1875
4933431J24Rik	3315
Sox21	3799
Gm4675	3067
Mir6241	103
Gm9376	729
Gm23669	128
Gm32093	438
Gm26791	1605
1700044C05Rik	898
Gm5672	934
Abcc4	6389
Gm49033	272
Gm23302	100
Mir6391	104
Gm27198	1517
Gm22379	131
Cldn10	2591
n-R5s51	123
Dzip1	10546
Gm49179	4979
Dnajc3	5141
Gm49768	673
Uggt2	12796
Gm16835	2809
Hs6st3	1708
Gm6087	663
Gm6212	220
1700006F04Rik	441
Gm48985	336
4930404K13Rik	743
Oxgr1	3732
Gm20167	150
Gm4681	1765
Gm48997	257
Mbnl2	11993
Gm26679	659
Rap2a	4191
Gm49008	272
Rpl19-ps5	589
Gm17613	669
Gm25781	84
Gm41253	383
Gm18076	614
Gm9391	389
Ipo5	6001
Farp1	5524
B930095G15Rik	4715
Stk24	5353
Gm49031	452
Gm33299	303
Slc15a1	4885
Gm49035	1336
Gm4529	205
Dock9	13398
Gm9395	445
1810041H14Rik	851
Ubac2	2420
Gpr18	1498
Gpr183	2887
Timm8a2	913
Gm49236	1258
A330035P11Rik	3203
Tm9sf2	3107
Gm6254	1072
Gm17082	1091
Clybl	1444
1700108J01Rik	484
Gm5089	3407
Gm25464	107
Zic5	4889
2610035F20Rik	2352
Zic2	2880
Gm10837	1536
Gm9399	639
Gm18143	391
Pcca	5210
Gm49259	995
Gm49260	2063
Ggact	5462
4930594M22Rik	4856
Tmtc4	8280
AA536875	3286
Gm49294	184
Nalcn	14715
Gm49297	2805
Itgbl1	4229
Gm9308	448
Gm25272	128
Fgf14	4182
Gm28932	357
Gm15422	541
1700024B18Rik	423
Gm49070	282
Gm49071	452
Olfr277-ps1	285
Gm49069	4011
4930404O17Rik	857
Gm9614	882
Gm49222	164
Gm49231	732
Gm49232	1432
Gm7962	2308
Selenop	2842
Ccdc152	1358
Ghr	9053
Gm22031	126
Gm4823	984
Gm23228	270
Gm17873	576
Fbxo4	2047
AW549877	5199
Gm49286	102
Gm2093	3526
BC037032	7125
Oxct1	3701
Gm15632	246
Gm49301	334
Plcxd3	5042
C6	3556
Gm49073	311
Gm49074	325
Gm16374	999
Mroh2b	5915
C7	2676
Gm25652	103
Gm16077	655
Card6	6101
Rpl37	1684
Snord72	81
Gm10250	482
Prkaa1	4655
Gm15938	635
Ttc33	2163
Ptger4	6648
Gm15937	1235
Gm49093	405
Gm2157	367
Gm2150	529
Gm46496	742
5430437J10Rik	2001
Gm18715	270
Gm27760	114
Gm8043	859
Gm49095	916
Gm8047	860
Gm23139	132
Dab2	7342
Gm16311	702
Gm18888	386
C9	2556
Gm23218	276
Fyb	5384
Gm2245	3376
Gm7666	819
Rictor	16930
Osmr	12113
Gm38282	695
Lifr	10776
Egflam	6121
Gm16030	603
Gm16029	2427
Gm49206	250
Gm37743	376
Gm49207	279
Gm19227	1011
Gdnf	3674
Wdr70	3738
Rpl19-ps6	586
Gm27529	80
Nup155	11951
Cplane1	13095
Gm24144	111
Nipbl	9423
Gm49247	203
Gm31282	866
Gm49249	1762
Gm2310	2413
Gm2348	300
Gm49250	157
Slc1a3	8537
Gm37310	2968
Gm5043	820
Gm5210	1010
Ranbp3l	6855
Nadk2	5118
Skp2	7875
Lmbrd2	8589
Gm8139	1208
Ugt3a1	2670
Ugt3a2	3102
Gm5219	1542
Capsl	949
Gm50456	101
Il7r	4663
Spef2	9916
Gm26350	288
Prlr	15339
Gm21973	358
Agxt2	3165
Dnajc21	4777
Brix1	2731
Rad1	7400
Ttc23l	2182
Gm17044	828
Gm8174	1001
Rai14	8462
Gm10389	4332
4930556M19Rik	7014
Gm19276	3473
Gm29742	385
Gm49068	423
C1qtnf3	2557
Amacr	2606
Slc45a2	2983
Rxfp3	4275
Adamts12	10921
Gm24844	127
Tars	5901
Gm49106	470
Gm49107	415
Gm41271	1933
Npr3	9389
Gm5144	946
1700047G03Rik	1493
Gm24074	260
Sub1	3930
Gm2559	363
Gm34759	2787
Zfr	5911
Gm25713	109
Mir1898	83
Gm2573	318
Gm49240	1187
Gm2581	171
Mtmr12	7041
Gm46497	455
1810049J17Rik	462
Golph3	3257
Pdzd2	18419
Gm24135	101
Gm2606	1002
F830212C03Rik	2285
Gm24302	101
Gm49276	367
Gm17756	204
Gm49277	392
6030458C11Rik	6007
Drosha	5935
Gm47288	140
Gm49100	878
Gm24664	100
Cdh6	9024
Gm8238	435
Gm4940	797
Gm49112	289
Gm18714	270
Gm49113	1284
Gm49114	513
Gm49115	273
Gm49116	762
Gm9630	885
Gm24080	232
Gm49118	523
Gm49119	417
4930557F08Rik	441
Gm25550	128
Gm49122	282
Gm29753	485
Gm6479	1027
Gm41276	400
Gm49126	721
Gm2611	605
Cdh9	3539
Gm49127	972
Gm49128	605
Gm22032	116
Gm2638	875
Gm22895	308
Gm18532	416
Gm24713	107
Gm41277	873
4921515E04Rik	2885
Gm8318	872
Gm49138	93
Gm49139	464
Gm49140	301
C030047K22Rik	1164
Cdh10	10051
Gm8328	419
Gm35496	1059
Gm18533	1093
Gm49160	319
Gm49162	1144
Gm49161	983
Gm8341	1598
Gm49166	675
Gm18741	635
Gm46498	416
Gm49176	400
Gm25976	130
Gm37815	411
Gm19207	757
Gm49177	380
Gm49178	297
Gm49685	2423
Cdh12	6305
Gm49182	1973
Acot10	1537
Gm25711	128
Gm27397	107
Gm19371	288
Gm25101	107
Gm38234	421
Gm44373	169
Gm49187	1380
Gm27525	107
Cdh18	4554
Hnrnpa1l2-ps2	963
Gm19840	882
Gm24656	132
Gm49191	511
Gm6533	608
Gm48915	260
Gm23980	158
Gm48916	3861
Gm18582	1947
Gm48918	3243
Gm48919	365
Gm8408	1687
Gm49729	1456
Gm36147	1453
4930540I17Rik	482
Gm48920	420
Gm48921	274
Gm2803	634
Gm22810	158
Gm35769	4287
Gm2824	5719
Gm35996	2318
9230109A22Rik	2095
5830426I08Rik	352
Gm38341	515
4930445E18Rik	1737
Basp1	2009
Gm5468	682
Gm48956	223
Gm48957	5708
Gm36642	1680
Myo10	10122
Gm48996	3617
Gm2862	328
Gm4824	492
Retreg1	4142
Mir7212	61
Zfp622	7130
Gm41279	670
March11	2848
Fbxl7	6526
Gm49267	639
9430068D22Rik	655
Gm49265	1817
Gm49268	3268
Gm6330	2498
Gm49266	2906
Gm6576	883
Gm23903	131
Gm19111	1503
Gm36899	1237
Ank	3610
Tiaf2	1897
B230362B09Rik	1621
Otulin	1693
Mir7117	65
Gm46506	385
Otulinl	3241
Trio	23395
Gm9891	807
Gm20555	3433
Gm19883	481
Gm31458	1308
Gm8472	363
Gm49233	362
Gm49234	1229
Dnah5	15637
Gm49278	437
Gm49279	258
Gm8484	1010
Gm49280	2769
Mir3964	74
Gm23033	134
Gm49281	94
Gm24554	73
Gm23327	78
Gm5212	772
Gm26163	178
Ctnnd2	10316
Gm49283	1390
Gm23956	119
4930570B17Rik	1221
Gm24487	63
9630009A06Rik	813
4930430F21Rik	802
Gm26416	134
Dap	1925
Fam136b-ps	412
Gm49296	1048
Ankrd33b	8761
Gm49300	1944
Ropn1l	957
Gm6361	435
Gm49208	397
March6	9174
Gm49214	351
Gm49216	513
Gm49215	350
Cmbl	1424
Cct5	2766
Atpsckmt	5248
Gm49284	2064
Gm46522	797
Gm18003	2397
Gm49285	1403
Tas2r119	1006
4930518I17Rik	656
Snhg18	1486
Snord123	71
Sema5a	18686
4930465K09Rik	527
Gm41289	436
Gm32618	1334
Sdc2	3527
Gm32764	1539
Cpq	5026
1700084J12Rik	1992
Gm24476	131
4930592A05Rik	1006
Tspyl5	4010
Gm49088	320
Gm49089	2906
Gm9643	371
Gm41290	1859
Gm49091	150
Mtdh	15347
9930017N22Rik	3745
Gm24500	124
Laptm4b	1938
Gm18949	1199
Gm25809	52
Matn2	6263
9430069I07Rik	572
Rpl30	3020
Gm24523	132
D730044K07Rik	1833
Erich5	2383
Gm49188	2123
Rida	3192
Pop1	3795
Gm49195	139
Gm22208	110
Nipal2	8493
4930413F20Rik	1096
Gm48932	3250
Kcns2	5586
Stk3	6114
Gm33497	1762
Osr2	3623
BC048602	965
Gm48960	1426
Vps13b	21273
Gm24771	137
Gm48966	1643
Gm7968	2325
Mir599	88
Mir875	78
Gm18994	1019
9130002K18Rik	3126
Gm48965	2398
Gm48961	2859
Cox6c	3567
Rgs22	5664
Gm25372	255
Gm18889	929
Fbxo43	4035
Gm22979	159
Polr2k	624
Spag1	11167
Gm23754	63
Gm41293	707
Rnf19a	4434
Mir8097	119
Gm9501	852
Rpl7a-ps3	796
Gm33936	2135
Gm34150	332
Gm34093	1012
Gm49224	618
Ankrd46	5221
Gm49246	3455
Snx31	2935
Gm44310	126
Pabpc1	6540
Gm49262	475
Gm6704	225
Gm46515	289
Gm10385	3901
Gm49263	739
Ywhaz	4118
Gm25303	74
Gm49282	921
Gm10384	2046
Gm41300	519
Gm34590	962
Zfp706	4981
Gm26766	5938
Gm9509	1347
Gm8664	937
Gm16136	1294
Grhl2	8613
Gm16137	664
Gm16138	821
Ncald	8581
Gm28221	347
Gm23654	126
Gm15941	2841
Gm8668	1447
4930447A16Rik	587
Gm49397	586
Gm3267	473
Gm49311	2805
Gm24833	120
Gm15942	810
Gm15940	817
Rps19-ps5	403
Gm35019	2265
Rrm2b	9134
Gm3362	466
Gm49085	5748
Ubr5	15388
Gm22353	136
Gm49312	462
Gm35167	1016
Odf1	1105
Gm5213	551
Gm24098	109
Gm49313	638
Gm8705	885
Gm49314	1042
Klf10	4179
Gm35248	527
Gm41307	686
G930009F23Rik	2819
Azin1	6256
Mir6951	75
Gm49077	1266
2310043O21Rik	622
Gm29697	1070
Gm49090	106
Siah1-ps2	845
1100001I12Rik	672
Atp6v1c1	5601
Gm45924	2766
Gm49097	3815
Baalc	4141
Gm4740	1774
Gm26704	2901
Fzd6	4818
Gm49786	851
Gm24789	131
Gm49105	399
Cthrc1	1593
Slc25a32	6081
Dcaf13	10825
n-R5s39	108
Gm9522	926
Rims2	10389
Gm25381	109
Dcstamp	2664
Dpys	3743
Gm16291	2594
Lrp12	4588
AU022793	1377
Gm49253	466
Gm49254	1976
Gm49255	153
Gm33251	1086
9330182O14Rik	2053
Gm33301	1090
Gm25958	71
Gm41311	727
Gm16294	1459
Gm7382	1105
Zfpm2	9536
Gm49525	1423
Gm49526	3945
Gm49524	1245
4930555K19Rik	382
Gm49529	414
Oxr1	7136
Gm26854	705
Abra	2979
Gm5469	1076
Gm24751	102
Gm5470	1424
Gm49439	803
Gm49438	925
Gm49440	330
Gm49441	1108
Gm18531	718
Gm49452	644
Gm18092	820
Gm49453	673
Angpt1	5205
Gm17473	4069
Rspo2	5112
Gm9658	1012
Gm22037	296
Eif3e	6719
Gm49271	755
Gm10373	668
Emc2	3766
Gm2140	464
Tmem74	3528
Trhr	4000
Gm7459	943
Gm19235	1003
Gm24903	126
Gm25093	132
Nudcd1	13256
Eny2	5763
Gm22392	107
Pkhd1l1	18536
Ebag9	2459
Sybu	7702
A930017M01Rik	6307
Gm24768	94
Gm23343	143
Gm18153	407
Gm5471	337
Kcnv1	4587
AC099642.1	2359
Gm2203	934
Gm5472	1678
Gm26063	107
Gm49075	412
1700022A22Rik	1507
Gm23562	62
4930523O13Rik	1663
Gm49079	427
4930548G14Rik	1185
Gm38541	817
Gm23665	62
Gm7508	509
Gm2267	1740
Csmd3	16882
Gm16300	1279
Gm23530	137
Gm25007	133
Gm7517	1672
Gm49185	235
Gm23185	85
Gm2333	342
Gm41318	691
Gm23848	106
Gm49186	640
Gm49198	425
Trps1	13380
Mir1907	90
Gm48913	1505
Gm19303	1874
Gm2361	620
Gm34562	251
Eif3h	1612
Utp23	2992
Gm34678	2153
Gm48923	400
Rad21	4232
Gm48926	181
Gm19236	2698
Aard	1348
Gm2387	646
Gm7543	572
Slc30a8	1971
Gm41322	508
Gm10020	612
Gm23545	104
Gm23267	132
Med30	1185
Gm34794	2138
Ext1	8077
Gm27926	66
Samd12	9283
Gm23200	132
Mir28c	75
1700015H07Rik	560
Gm7489	1222
Gm26933	827
Tnfrsf11b	2818
Gm7566	570
Gm5215	405
Colec10	4587
Gm18152	581
Gm20070	227
Mal2	2950
Ccn3	2869
Gm7577	982
Enpp2	5779
Gm26684	8887
4930478E11Rik	1635
Gm49036	515
Taf2	6878
Dscc1	4429
Gm41325	246
Gm9920	3573
Deptor	8874
Gm26296	62
Col14a1	7013
1700040F17Rik	817
Gm18787	784
Gm49257	527
Mrpl13	7936
Mtbp	5481
Sntb1	5324
Gm46516	3245
Gm10370	1714
Gm7595	901
Gm49210	302
Gm49211	365
Gm49212	259
Hba-ps3	402
Gm49213	214
Has2	4237
Has2os	1628
Gm5673	787
Gm2582	867
Gm26178	107
Slc22a22	2440
Gm49229	342
Gm18094	730
Gm49235	925
Zhx2	4434
Gm16006	566
9330154K18Rik	2104
Derl1	3328
Tbc1d31	6366
Fam83a	3171
9130401M01Rik	2666
Gm29394	1732
Gm22299	136
Zhx1	6031
Atad2	16023
Wdyhv1	2625
Gm23475	62
Gm22488	127
Fbxo32	6976
Gm15943	3821
Klhl38	2212
Anxa13	1596
Gm2675	1390
Fam91a1	6627
Fer1l6	8053
Gm23789	301
Gm20712	1491
Tmem65	6306
Gm24041	156
Ube2d4	406
Trmt12	4454
Rnf139	5110
Gm49356	398
Tatdn1	7483
Ndufb9	1031
Mtss1	11345
4930544F09Rik	1724
Gm5045	810
Gm7691	514
Gm36617	674
Zfp572	1183
Sqle	5546
Washc5	4244
Nsmce2	3310
Gm36677	381
Trib1	6248
Gm20150	486
Gm19510	1861
Gm7708	673
Gm7083	450
Gm7713	1007
4933412E24Rik	1748
Gm25875	107
Gm2682	2068
Gm46507	536
Gm4774	1051
Gm17892	793
Gm6392	1354
Gm48946	603
Gm23835	132
Gm7086	1493
Gm48947	514
Lratd2	5926
9930014A18Rik	7043
A1bg	2400
4930402D18Rik	1549
Gm48951	290
Gm38563	715
Gm49497	680
Gm29904	1250
Gm24696	134
Gm49498	3314
D030024E09Rik	6071
Gm18154	589
Gm37947	894
Myc	2717
Pvt1	6996
Gm27913	173
Gm27782	199
Gm27718	86
Gm27957	127
H2afy3	1112
Gm41333	687
Gm24810	70
Gm22521	134
Tsg101-ps	1170
Gm30159	4742
Gm49013	484
Gm41335	2710
Gm49014	1173
Gm25702	63
Gm4942	1332
Gm5473	642
4930449C09Rik	2386
Gm41336	798
Gm49019	1594
Gm46499	420
Gsdmc	2405
1700065I16Rik	997
Gsdmc2	2315
Gsdmcl1	1287
Gsdmc3	2328
Gsdmcl2	3175
Gsdmc4	2087
Gsdmcl-ps	2310
Fam49b	11412
Gm25628	105
Asap1	7482
Gm20717	698
1700010G06Rik	683
Gm10926	990
Gm30563	2198
Gm30691	595
Adcy8	8152
Gm21798	261
Gm21961	114
Gm5046	611
Gm49241	494
Gm7814	440
Gm49242	329
Gm49243	321
Gm23907	189
Efr3a	11399
Gm20405	229
Oc90	1912
Hhla1	2910
Gm2991	480
Kcnq3	14708
Gm27153	407
Gm27242	1151
Gm30929	2210
Gm19077	365
Lrrc6	2084
Tmem71	2988
Phf20l1	17447
Tg	8883
Gm17140	627
Sla	9186
Ccn4	5565
Ndrg1	6596
Gm17035	419
Gm2895	3194
Gm31342	411
St3gal1	6851
1700012I11Rik	1039
Gm49408	240
Gm49409	253
Zfat	7323
Gm10240	483
Gm37320	4953
Gm26621	2716
Mir30b	96
Gm37296	2922
Gm20732	686
Mir30d	82
Gm49414	298
Gm25987	107
Gm7859	755
Gm49415	1292
Gm18930	1763
Gm7125	1489
Khdrbs3	3662
Gm49422	239
4930573C08Rik	1069
4930504C09Rik	1103
Gm24232	132
Gm23987	129
Gm19782	4212
Gm5216	1609
Gm18155	540
Gm49430	526
Gm19199	573
Gm5217	1478
Fam135b	19492
Gm47309	105
Gm22519	178
Gm2999	428
Col22a1	9203
Gm16308	940
Gm49457	1703
Gm23217	107
Gm24390	62
Kcnk9	12300
Gm49460	447
Trappc9	7937
Gm28020	67
Gm49459	457
Peg13	4725
Gm3150	204
Chrac1	2353
Ago2	14031
Ptk2	11803
1700085D07Rik	318
Mir151	68
Gm24787	123
Gm7908	751
Gm49066	799
Gm10362	552
Gm19811	260
Dennd3	5709
Slc45a4	8471
1700010B13Rik	2102
Gpr20	2144
Ptp4a3	9351
Gm22106	127
Mroh5	8105
Ndufb4c	390
Gm6569	811
Gm32405	2044
Gm7935	1278
Gm15387	648
AC119183.1	795
Adgrb1	7222
Gm26117	95
Mroh4	4049
Arc	3057
Jrk	5853
4933427E11Rik	1214
Psca	860
Gm28976	144
Them6	1784
Slurp1	2933
Lypd2	679
Slurp2	545
Lynx1	4662
Ly6d	744
Ly6g6g	1594
Gm17189	1630
Ly6k	829
Gml	1152
Gml2	1392
Cyp11b1	3165
Cyp11b2	1625
Ly6m	3302
Gm6610	762
Gm39556	1430
