"ID" "length" "ENSEMBL"
"16702" "Smoc1" 1379 "ENSMUSG00000021136"
"16703" "Smoc2" 1331 "ENSMUSG00000023886"
"16704" "Smok2a" 1514 "ENSMUSG00000073458"
"16705" "Smok2b" 1454 "ENSMUSG00000073457"
"16706" "Smok3a" 1514 "ENSMUSG00000075599"
"16707" "Smok3b" 1514 "ENSMUSG00000079156"
"16708" "Smok3c" 1514 "ENSMUSG00000075598"
"16709" "Smox" 1751 "ENSMUSG00000027333"
"16710" "Smpd1" 1878 "ENSMUSG00000037049"
"16711" "Smpd2" 1250 "ENSMUSG00000019822"
"16712" "Smpd3" 1961 "ENSMUSG00000031906"
"16713" "Smpd4" 2453 "ENSMUSG00000005899"
"16714" "Smpd5" 1445 "ENSMUSG00000071724"
"16715" "Smpdl3a" 1330 "ENSMUSG00000019872"
"16716" "Smpdl3b" 1363 "ENSMUSG00000028885"
"16717" "Smpx" 255 "ENSMUSG00000041476"
"16718" "Smr2" 430 "ENSMUSG00000029281"
"16719" "Smr3a" 442 "ENSMUSG00000029280"
"16720" "Sms" 1090 "ENSMUSG00000071708"
"16721" "Smtn" 2753 "ENSMUSG00000020439"
"16722" "Smtnl1" 1373 "ENSMUSG00000027077"
"16723" "Smtnl2" 1363 "ENSMUSG00000045667"
"16724" "Smu1" 1530 "ENSMUSG00000028409"
"16725" "Smug1" 838 "ENSMUSG00000036061"
"16726" "Smurf1" 2178 "ENSMUSG00000038780"
"16727" "Smurf2" 2228 "ENSMUSG00000018363"
"16728" "Smyd1" 1463 "ENSMUSG00000055027"
"16729" "Smyd2" 1290 "ENSMUSG00000026603"
"16730" "Smyd3" 1275 "ENSMUSG00000055067"
"16731" "Smyd4" 2390 "ENSMUSG00000018809"
"16732" "Smyd5" 1238 "ENSMUSG00000033706"
"16733" "Snai1" 792 "ENSMUSG00000042821"
"16734" "Snai2" 807 "ENSMUSG00000022676"
"16735" "Snai3" 861 "ENSMUSG00000006587"
"16736" "Snap23" 658 "ENSMUSG00000027287"
"16737" "Snap25" 614 "ENSMUSG00000027273"
"16738" "Snap29" 778 "ENSMUSG00000022765"
"16739" "Snap47" 1238 "ENSMUSG00000009894"
"16740" "Snap91" 2493 "ENSMUSG00000033419"
"16741" "Snapc1" 1160 "ENSMUSG00000021113"
"16742" "Snapc2" 1075 "ENSMUSG00000011837"
"16743" "Snapc3" 1215 "ENSMUSG00000028483"
"16744" "Snapc4" 3957 "ENSMUSG00000036281"
"16745" "Snapc5" 306 "ENSMUSG00000032398"
"16746" "Snapin" 407 "ENSMUSG00000001018"
"16747" "Snca" 418 "ENSMUSG00000025889"
"16748" "Sncaip" 2887 "ENSMUSG00000024534"
"16749" "Sncb" 397 "ENSMUSG00000034891"
"16750" "Sncg" 367 "ENSMUSG00000023064"
"16751" "Snd1" 2709 "ENSMUSG00000001424"
"16752" "Sned1" 4181 "ENSMUSG00000047793"
"16753" "Snf8" 769 "ENSMUSG00000006058"
"16754" "Snhg11" 261 "ENSMUSG00000044349"
"16755" "Snip1" 1148 "ENSMUSG00000050213"
"16756" "Snn" 266 "ENSMUSG00000037972"
"16757" "Snorc" 363 "ENSMUSG00000026258"
"16758" "Snph" 1583 "ENSMUSG00000027457"
"16759" "Snrk" 2242 "ENSMUSG00000038145"
"16760" "Snrnp200" 6366 "ENSMUSG00000003660"
"16761" "Snrnp25" 367 "ENSMUSG00000040767"
"16762" "Snrnp27" 462 "ENSMUSG00000001158"
"16763" "Snrnp35" 734 "ENSMUSG00000029402"
"16764" "Snrnp40" 1067 "ENSMUSG00000074088"
"16765" "Snrnp40" 1067 "ENSMUSG00000106911"
"16766" "Snrnp48" 1005 "ENSMUSG00000021431"
"16767" "Snrnp70" 1338 "ENSMUSG00000063511"
"16768" "Snrpa" 858 "ENSMUSG00000061479"
"16769" "Snrpa1" 759 "ENSMUSG00000030512"
"16770" "Snrpb" 689 "ENSMUSG00000027404"
"16771" "Snrpb2" 672 "ENSMUSG00000008333"
"16772" "Snrpc" 474 "ENSMUSG00000024217"
"16773" "Snrpd1" 356 "ENSMUSG00000002477"
"16774" "Snrpd2" 354 "ENSMUSG00000040824"
"16775" "Snrpd3" 378 "ENSMUSG00000020180"
"16776" "Snrpe" 274 "ENSMUSG00000090553"
"16777" "Snrpf" 257 "ENSMUSG00000020018"
"16778" "Snrpg" 227 "ENSMUSG00000057278"
"16779" "Snrpn" 716 "ENSMUSG00000102252"
"16780" "Snta1" 1492 "ENSMUSG00000027488"
"16781" "Sntb1" 1607 "ENSMUSG00000060429"
"16782" "Sntb2" 1590 "ENSMUSG00000041308"
"16783" "Sntg1" 1537 "ENSMUSG00000025909"
"16784" "Sntg2" 1603 "ENSMUSG00000020672"
"16785" "Sntn" 440 "ENSMUSG00000044772"
"16786" "Snu13" 384 "ENSMUSG00000063480"
"16787" "Snupn" 1069 "ENSMUSG00000055334"
"16788" "Snurf" 213 "ENSMUSG00000102627"
"16789" "Snw1" 1597 "ENSMUSG00000021039"
"16790" "Snx1" 1551 "ENSMUSG00000032382"
"16791" "Snx10" 600 "ENSMUSG00000038301"
"16792" "Snx11" 810 "ENSMUSG00000020876"
"16793" "Snx12" 508 "ENSMUSG00000046032"
"16794" "Snx13" 2851 "ENSMUSG00000020590"
"16795" "Snx15" 1006 "ENSMUSG00000024787"
"16796" "Snx16" 1028 "ENSMUSG00000027534"
"16797" "Snx17" 1398 "ENSMUSG00000029146"
"16798" "Snx18" 1846 "ENSMUSG00000042364"
"16799" "Snx19" 2983 "ENSMUSG00000031993"
"16800" "Snx2" 1545 "ENSMUSG00000034484"
"16801" "Snx20" 939 "ENSMUSG00000031662"
"16802" "Snx21" 1089 "ENSMUSG00000050373"
"16803" "Snx22" 572 "ENSMUSG00000039452"
"16804" "Snx24" 503 "ENSMUSG00000024535"
"16805" "Snx25" 2942 "ENSMUSG00000038291"
"16806" "Snx27" 1608 "ENSMUSG00000028136"
"16807" "Snx29" 2436 "ENSMUSG00000071669"
"16808" "Snx3" 485 "ENSMUSG00000019804"
"16809" "Snx30" 1305 "ENSMUSG00000028385"
"16810" "Snx31" 1306 "ENSMUSG00000013611"
"16811" "Snx32" 1344 "ENSMUSG00000056185"
"16812" "Snx33" 1723 "ENSMUSG00000032733"
"16813" "Snx4" 1339 "ENSMUSG00000022808"
"16814" "Snx5" 1202 "ENSMUSG00000027423"
"16815" "Snx6" 1207 "ENSMUSG00000005656"
"16816" "Snx7" 1329 "ENSMUSG00000028007"
"16817" "Snx8" 1369 "ENSMUSG00000029560"
"16818" "Snx9" 1770 "ENSMUSG00000002365"
"16819" "Soat1" 1608 "ENSMUSG00000026600"
"16820" "Soat2" 1563 "ENSMUSG00000023045"
"16821" "Sobp" 2589 "ENSMUSG00000038248"
"16822" "Socs1" 638 "ENSMUSG00000038037"
"16823" "Socs2" 595 "ENSMUSG00000020027"
"16824" "Socs3" 677 "ENSMUSG00000053113"
"16825" "Socs4" 1310 "ENSMUSG00000048379"
"16826" "Socs5" 1610 "ENSMUSG00000037104"
"16827" "Socs6" 1601 "ENSMUSG00000056153"
"16828" "Socs7" 1938 "ENSMUSG00000038485"
"16829" "Sod1" 460 "ENSMUSG00000022982"
"16830" "Sod2" 664 "ENSMUSG00000006818"
"16831" "Sod3" 755 "ENSMUSG00000072941"
"16832" "Soga1" 4950 "ENSMUSG00000055485"
"16833" "Soga3" 2832 "ENSMUSG00000038916"
"16834" "Sohlh1" 1066 "ENSMUSG00000059625"
"16835" "Sohlh2" 1393 "ENSMUSG00000027794"
"16836" "Son" 7323 "ENSMUSG00000022961"
"16837" "Sorbs1" 2790 "ENSMUSG00000025006"
"16838" "Sorbs2" 3623 "ENSMUSG00000031626"
"16839" "Sorbs3" 2181 "ENSMUSG00000022091"
"16840" "Sorcs1" 3553 "ENSMUSG00000043531"
"16841" "Sorcs2" 3453 "ENSMUSG00000029093"
"16842" "Sorcs3" 3633 "ENSMUSG00000063434"
"16843" "Sord" 1065 "ENSMUSG00000027227"
"16844" "Sorl1" 6600 "ENSMUSG00000049313"
"16845" "Sort1" 2556 "ENSMUSG00000068747"
"16846" "Sos1" 3938 "ENSMUSG00000024241"
"16847" "Sos2" 3976 "ENSMUSG00000034801"
"16848" "Sost" 634 "ENSMUSG00000001494"
"16849" "Sostdc1" 619 "ENSMUSG00000036169"
"16850" "Sowaha" 1646 "ENSMUSG00000044352"
"16851" "Sowahb" 2282 "ENSMUSG00000045314"
"16852" "Sowahc" 1538 "ENSMUSG00000098188"
"16853" "Sowahd" 983 "ENSMUSG00000044400"
"16854" "Sox1" 1175 "ENSMUSG00000096014"
"16855" "Sox10" 1398 "ENSMUSG00000033006"
"16856" "Sox11" 1187 "ENSMUSG00000063632"
"16857" "Sox12" 944 "ENSMUSG00000051817"
"16858" "Sox13" 1829 "ENSMUSG00000070643"
"16859" "Sox14" 722 "ENSMUSG00000053747"
"16860" "Sox15" 694 "ENSMUSG00000041287"
"16861" "Sox17" 1258 "ENSMUSG00000025902"
"16862" "Sox18" 1132 "ENSMUSG00000046470"
"16863" "Sox2" 959 "ENSMUSG00000074637"
"16864" "Sox21" 830 "ENSMUSG00000061517"
"16865" "Sox3" 1352 "ENSMUSG00000045179"
"16866" "Sox30" 2344 "ENSMUSG00000040489"
"16867" "Sox4" 1322 "ENSMUSG00000076431"
"16868" "Sox5" 2277 "ENSMUSG00000041540"
"16869" "Sox6" 2469 "ENSMUSG00000051910"
"16870" "Sox7" 1141 "ENSMUSG00000063060"
"16871" "Sox8" 1392 "ENSMUSG00000024176"
"16872" "Sox9" 1521 "ENSMUSG00000000567"
"16873" "Sp1" 2340 "ENSMUSG00000001280"
"16874" "Sp100" 1756 "ENSMUSG00000026222"
"16875" "Sp110" 1327 "ENSMUSG00000070034"
"16876" "Sp140" 1588 "ENSMUSG00000070031"
"16877" "Sp2" 1835 "ENSMUSG00000018678"
"16878" "Sp3" 2345 "ENSMUSG00000027109"
"16879" "Sp4" 2343 "ENSMUSG00000025323"
"16880" "Sp5" 1195 "ENSMUSG00000075304"
"16881" "Sp6" 1130 "ENSMUSG00000038560"
"16882" "Sp7" 1285 "ENSMUSG00000060284"
"16883" "Sp8" 1460 "ENSMUSG00000048562"
"16884" "Sp9" 1453 "ENSMUSG00000068859"
"16885" "Spa17" 446 "ENSMUSG00000001948"
"16886" "Spaar" 227 "ENSMUSG00000028475"
"16887" "Spaca1" 911 "ENSMUSG00000028264"
"16888" "Spaca3" 488 "ENSMUSG00000053184"
"16889" "Spaca4" 383 "ENSMUSG00000070563"
"16890" "Spaca5" 479 "ENSMUSG00000037167"
"16891" "Spaca6" 1011 "ENSMUSG00000080316"
"16892" "Spaca7" 542 "ENSMUSG00000010435"
"16893" "Spaca9" 503 "ENSMUSG00000026809"
"16894" "Spag1" 2688 "ENSMUSG00000037617"
"16895" "Spag11a" 208 "ENSMUSG00000079842"
"16896" "Spag11b" 339 "ENSMUSG00000059463"
"16897" "Spag16" 1903 "ENSMUSG00000053153"
"16898" "Spag17" 6915 "ENSMUSG00000027867"
"16899" "Spag4" 1320 "ENSMUSG00000038180"
"16900" "Spag5" 3474 "ENSMUSG00000002055"
"16901" "Spag6" 1519 "ENSMUSG00000037708"
"16902" "Spag6l" 1513 "ENSMUSG00000022783"
"16903" "Spag7" 677 "ENSMUSG00000018287"
"16904" "Spag8" 1406 "ENSMUSG00000066196"
"16905" "Spag9" 3895 "ENSMUSG00000020859"
"16906" "Spam1" 1536 "ENSMUSG00000029682"
"16907" "Sparc" 900 "ENSMUSG00000018593"
"16908" "Sparcl1" 1943 "ENSMUSG00000029309"
"16909" "Spast" 1828 "ENSMUSG00000024068"
"16910" "Spata1" 1322 "ENSMUSG00000028188"
"16911" "Spata13" 3723 "ENSMUSG00000021990"
"16912" "Spata16" 1706 "ENSMUSG00000039335"
"16913" "Spata17" 1130 "ENSMUSG00000026611"
"16914" "Spata18" 1601 "ENSMUSG00000029155"
"16915" "Spata19" 459 "ENSMUSG00000031991"
"16916" "Spata2" 1546 "ENSMUSG00000047030"
"16917" "Spata20" 2357 "ENSMUSG00000020867"
"16918" "Spata21" 2033 "ENSMUSG00000045004"
"16919" "Spata22" 1069 "ENSMUSG00000112920"
"16920" "Spata24" 612 "ENSMUSG00000024352"
"16921" "Spata25" 679 "ENSMUSG00000017767"
"16922" "Spata2l" 1279 "ENSMUSG00000033594"
"16923" "Spata3" 579 "ENSMUSG00000026226"
"16924" "Spata31" 3042 "ENSMUSG00000056223"
"16925" "Spata31d1a" 4007 "ENSMUSG00000050876"
"16926" "Spata31d1b" 4082 "ENSMUSG00000091311"
"16927" "Spata31d1c" 2558 "ENSMUSG00000074849"
"16928" "Spata31d1d" 3740 "ENSMUSG00000043986"
"16929" "Spata32" 1000 "ENSMUSG00000044787"
"16930" "Spata33" 396 "ENSMUSG00000048478"
"16931" "Spata4" 882 "ENSMUSG00000031518"
"16932" "Spata45" 292 "ENSMUSG00000057072"
"16933" "Spata46" 613 "ENSMUSG00000042800"
"16934" "Spata48" 1329 "ENSMUSG00000020191"
"16935" "Spata5" 2666 "ENSMUSG00000027722"
"16936" "Spata6" 1454 "ENSMUSG00000034401"
"16937" "Spata7" 1737 "ENSMUSG00000021007"
"16938" "Spata9" 754 "ENSMUSG00000021590"
"16939" "Spatc1" 1438 "ENSMUSG00000049653"
"16940" "Spatc1l" 1025 "ENSMUSG00000009115"
"16941" "Spats1" 976 "ENSMUSG00000023935"
"16942" "Spats2" 1626 "ENSMUSG00000051934"
"16943" "Spats2l" 1725 "ENSMUSG00000038305"
"16944" "Spc24" 601 "ENSMUSG00000074476"
"16945" "Spc25" 675 "ENSMUSG00000005233"
"16946" "Spcs1" 482 "ENSMUSG00000021917"
"16947" "Spcs2" 676 "ENSMUSG00000035227"
"16948" "Spcs3" 538 "ENSMUSG00000054408"
"16949" "Spdef" 973 "ENSMUSG00000024215"
"16950" "Spdl1" 1816 "ENSMUSG00000069910"
"16951" "Spdya" 927 "ENSMUSG00000052525"
"16952" "Spdye4a" 801 "ENSMUSG00000039296"
"16953" "Spdye4b" 704 "ENSMUSG00000029586"
"16954" "Spdye4c" 1011 "ENSMUSG00000074812"
"16955" "Specc1" 3163 "ENSMUSG00000042331"
"16956" "Specc1l" 3392 "ENSMUSG00000033444"
"16957" "Speer1" 470 "ENSMUSG00000095829"
"16958" "Speer1" 470 "ENSMUSG00000091422"
"16959" "Speer2" 789 "ENSMUSG00000063163"
"16960" "Speer3" 781 "ENSMUSG00000067855"
"16961" "Speer4a" 799 "ENSMUSG00000073119"
"16962" "Speer4b" 799 "ENSMUSG00000048703"
"16963" "Speer4c" 766 "ENSMUSG00000073208"
"16964" "Speer4d" 634 "ENSMUSG00000070933"
"16965" "Speer4d" 634 "ENSMUSG00000097696"
"16966" "Speer4e" 763 "ENSMUSG00000091255"
"16967" "Speer4f1" 772 "ENSMUSG00000058643"
"16968" "Speer4f2" 883 "ENSMUSG00000091827"
"16969" "Spef1" 698 "ENSMUSG00000027329"
"16970" "Spef1l" 917 "ENSMUSG00000073795"
"16971" "Spef2" 2610 "ENSMUSG00000072663"
"16972" "Speg" 9748 "ENSMUSG00000026207"
"16973" "Spem1" 930 "ENSMUSG00000041165"
"16974" "Spem2" 1509 "ENSMUSG00000044084"
"16975" "Spen" 10916 "ENSMUSG00000040761"
"16976" "Spertl" 824 "ENSMUSG00000034689"
"16977" "Spesp1" 1198 "ENSMUSG00000046846"
"16978" "Spg11" 7253 "ENSMUSG00000033396"
"16979" "Spg20" 2008 "ENSMUSG00000036580"
"16980" "Spg21" 919 "ENSMUSG00000032388"
"16981" "Spg7" 2329 "ENSMUSG00000000738"
"16982" "Sphk1" 1163 "ENSMUSG00000061878"
"16983" "Sphk2" 1849 "ENSMUSG00000057342"
"16984" "Sphkap" 4966 "ENSMUSG00000026163"
"16985" "Spi1" 814 "ENSMUSG00000002111"
"16986" "Spib" 798 "ENSMUSG00000008193"
"16987" "Spic" 724 "ENSMUSG00000004359"
"16988" "Spice1" 2566 "ENSMUSG00000043065"
"16989" "Spidr" 2782 "ENSMUSG00000041974"
"16990" "Spin1" 784 "ENSMUSG00000021395"
"16991" "Spin2c" 773 "ENSMUSG00000046550"
"16992" "Spin2d" 710 "ENSMUSG00000079566"
"16993" "Spin4" 749 "ENSMUSG00000071722"
"16994" "Spindoc" 1140 "ENSMUSG00000024970"
"16995" "Spink1" 239 "ENSMUSG00000024503"
"16996" "Spink10" 482 "ENSMUSG00000044176"
"16997" "Spink13" 290 "ENSMUSG00000073551"
"16998" "Spink14" 287 "ENSMUSG00000051050"
"16999" "Spink2" 257 "ENSMUSG00000053030"
"17000" "Spink4" 257 "ENSMUSG00000028415"
"17001" "Spink5" 3022 "ENSMUSG00000055561"
"17002" "Spink6" 313 "ENSMUSG00000055095"
"17003" "Spink7" 254 "ENSMUSG00000060201"
"17004" "Spink8" 313 "ENSMUSG00000050074"
"17005" "Spinkl" 269 "ENSMUSG00000053729"
"17006" "Spint1" 1514 "ENSMUSG00000027315"
"17007" "Spint2" 752 "ENSMUSG00000074227"
"17008" "Spint3" 265 "ENSMUSG00000074596"
"17009" "Spint4" 477 "ENSMUSG00000017310"
"17010" "Spint5" 314 "ENSMUSG00000074593"
"17011" "Spire1" 1535 "ENSMUSG00000024533"
"17012" "Spire2" 2142 "ENSMUSG00000010154"
"17013" "Spn" 1187 "ENSMUSG00000051457"
"17014" "Spns1" 1575 "ENSMUSG00000030741"
"17015" "Spns2" 1638 "ENSMUSG00000040447"
"17016" "Spns3" 1533 "ENSMUSG00000020798"
"17017" "Spo11" 1178 "ENSMUSG00000005883"
"17018" "Spock1" 1318 "ENSMUSG00000056222"
"17019" "Spock2" 1261 "ENSMUSG00000058297"
"17020" "Spock3" 1300 "ENSMUSG00000054162"
"17021" "Spon1" 2408 "ENSMUSG00000038156"
"17022" "Spon2" 988 "ENSMUSG00000037379"
"17023" "Spop" 1116 "ENSMUSG00000057522"
"17024" "Spopfm2" 1073 "ENSMUSG00000074424"
"17025" "Spopl" 1169 "ENSMUSG00000026771"
"17026" "Spout1" 1146 "ENSMUSG00000039660"
"17027" "Spp1" 881 "ENSMUSG00000029304"
"17028" "Spp2" 605 "ENSMUSG00000026295"
"17029" "Sppl2a" 1557 "ENSMUSG00000027366"
"17030" "Sppl2b" 1722 "ENSMUSG00000035206"
"17031" "Sppl2c" 2072 "ENSMUSG00000049506"
"17032" "Sppl3" 1144 "ENSMUSG00000029550"
"17033" "Spr" 786 "ENSMUSG00000033735"
"17034" "Spred1" 1328 "ENSMUSG00000027351"
"17035" "Spred2" 1227 "ENSMUSG00000045671"
"17036" "Spred3" 1222 "ENSMUSG00000037239"
"17037" "Sprn" 443 "ENSMUSG00000045733"
"17038" "Sprr1a" 434 "ENSMUSG00000050359"
"17039" "Sprr1b" 461 "ENSMUSG00000048455"
"17040" "Sprr2a1" 251 "ENSMUSG00000078664"
"17041" "Sprr2a2" 251 "ENSMUSG00000068893"
"17042" "Sprr2a3" 251 "ENSMUSG00000074445"
"17043" "Sprr2b" 296 "ENSMUSG00000050092"
"17044" "Sprr2d" 257 "ENSMUSG00000042212"
"17045" "Sprr2e" 230 "ENSMUSG00000055030"
"17046" "Sprr2f" 230 "ENSMUSG00000050635"
"17047" "Sprr2h" 326 "ENSMUSG00000046259"
"17048" "Sprr2i" 230 "ENSMUSG00000042157"
"17049" "Sprr2k" 206 "ENSMUSG00000054215"
"17050" "Sprr3" 716 "ENSMUSG00000045539"
"17051" "Sprr4" 230 "ENSMUSG00000045566"
"17052" "Sprtn" 1489 "ENSMUSG00000031986"
"17053" "Spry1" 941 "ENSMUSG00000037211"
"17054" "Spry2" 947 "ENSMUSG00000022114"
"17055" "Spry4" 902 "ENSMUSG00000024427"
"17056" "Spryd3" 1318 "ENSMUSG00000036966"
"17057" "Spryd4" 622 "ENSMUSG00000051346"
"17058" "Spryd7" 586 "ENSMUSG00000021930"
"17059" "Spsb1" 820 "ENSMUSG00000039911"
"17060" "Spsb2" 793 "ENSMUSG00000038451"
"17061" "Spsb3" 1496 "ENSMUSG00000024160"
"17062" "Spsb4" 820 "ENSMUSG00000046997"
"17063" "Spta1" 7196 "ENSMUSG00000026532"
"17064" "Sptan1" 7440 "ENSMUSG00000057738"
"17065" "Sptb" 6955 "ENSMUSG00000021061"
"17066" "Sptbn1" 7057 "ENSMUSG00000020315"
"17067" "Sptbn2" 7131 "ENSMUSG00000067889"
"17068" "Sptbn4" 7651 "ENSMUSG00000011751"
"17069" "Sptlc1" 1407 "ENSMUSG00000021468"
"17070" "Sptlc2" 1671 "ENSMUSG00000021036"
"17071" "Sptlc3" 1680 "ENSMUSG00000039092"
"17072" "Sptssa" 214 "ENSMUSG00000044408"
"17073" "Sptssb" 230 "ENSMUSG00000043461"
"17074" "Spty2d1" 2043 "ENSMUSG00000049516"
"17075" "Spx" 351 "ENSMUSG00000071112"
"17076" "Spz1" 1136 "ENSMUSG00000046957"
"17077" "Sqle" 1708 "ENSMUSG00000022351"
"17078" "Sqor" 1344 "ENSMUSG00000005803"
"17079" "Sqstm1" 1321 "ENSMUSG00000015837"
"17080" "Sra1" 694 "ENSMUSG00000006050"
"17081" "Srarp" 490 "ENSMUSG00000070637"
"17082" "Srbd1" 2926 "ENSMUSG00000024135"
"17083" "Src" 1614 "ENSMUSG00000027646"
"17084" "Srcap" 9784 "ENSMUSG00000053877"
"17085" "Srcin1" 3634 "ENSMUSG00000038453"
"17086" "Srd5a1" 763 "ENSMUSG00000021594"
"17087" "Srd5a2" 760 "ENSMUSG00000038541"
"17088" "Srd5a3" 987 "ENSMUSG00000029233"
"17089" "Srebf1" 3386 "ENSMUSG00000020538"
"17090" "Srebf2" 3374 "ENSMUSG00000022463"
"17091" "Srek1" 1821 "ENSMUSG00000032621"
"17092" "Srek1ip1" 457 "ENSMUSG00000021716"
"17093" "Srf" 1508 "ENSMUSG00000015605"
"17094" "Srfbp1" 1318 "ENSMUSG00000024528"
"17095" "Srgap1" 3236 "ENSMUSG00000020121"
"17096" "Srgap2" 3194 "ENSMUSG00000026425"
"17097" "Srgap3" 3278 "ENSMUSG00000030257"
"17098" "Srgn" 456 "ENSMUSG00000020077"
"17099" "Sri" 589 "ENSMUSG00000003161"
"17100" "Srl" 2726 "ENSMUSG00000022519"
"17101" "Srm" 902 "ENSMUSG00000006442"
"17102" "Srms" 1516 "ENSMUSG00000027579"
"17103" "Srp14" 328 "ENSMUSG00000009549"
"17104" "Srp19" 430 "ENSMUSG00000014504"
"17105" "Srp54a" 1500 "ENSMUSG00000073079"
"17106" "Srp54b" 1500 "ENSMUSG00000112449"
"17107" "Srp54c" 1500 "ENSMUSG00000079108"
"17108" "Srp68" 1862 "ENSMUSG00000020780"
"17109" "Srp72" 1997 "ENSMUSG00000036323"
"17110" "Srp9" 258 "ENSMUSG00000026511"
"17111" "Srpk1" 1931 "ENSMUSG00000004865"
"17112" "Srpk2" 2034 "ENSMUSG00000062604"
"17113" "Srpk3" 1683 "ENSMUSG00000002007"
"17114" "Srpr" 1897 "ENSMUSG00000032042"
"17115" "Srprb" 803 "ENSMUSG00000032553"
"17116" "Srpx" 1385 "ENSMUSG00000090084"
"17117" "Srpx2" 1397 "ENSMUSG00000031253"
"17118" "Srr" 1013 "ENSMUSG00000001323"
"17119" "Srrd" 743 "ENSMUSG00000029346"
"17120" "Srrm1" 2754 "ENSMUSG00000028809"
"17121" "Srrm2" 8098 "ENSMUSG00000039218"
"17122" "Srrm3" 1933 "ENSMUSG00000039860"
"17123" "Srrm4" 1814 "ENSMUSG00000063919"
"17124" "Srrt" 2609 "ENSMUSG00000037364"
"17125" "Srsf1" 743 "ENSMUSG00000018379"
"17126" "Srsf1" 743 "ENSMUSG00000098301"
"17127" "Srsf10" 783 "ENSMUSG00000028676"
"17128" "Srsf11" 1523 "ENSMUSG00000055436"
"17129" "Srsf12" 798 "ENSMUSG00000054679"
"17130" "Srsf2" 664 "ENSMUSG00000034120"
"17131" "Srsf3" 490 "ENSMUSG00000071172"
"17132" "Srsf4" 1470 "ENSMUSG00000028911"
"17133" "Srsf5" 806 "ENSMUSG00000021134"
"17134" "Srsf6" 1014 "ENSMUSG00000016921"
"17135" "Srsf7" 709 "ENSMUSG00000024097"
"17136" "Srsf9" 665 "ENSMUSG00000029538"
"17137" "Srsy" 542 "ENSMUSG00000096819"
"17138" "Srxn1" 466 "ENSMUSG00000032802"
"17139" "Sry" 1187 "ENSMUSG00000069036"
"17140" "Ss18" 1246 "ENSMUSG00000037013"
"17141" "Ss18l1" 1198 "ENSMUSG00000039086"
"17142" "Ss18l2" 231 "ENSMUSG00000032526"
"17143" "Ssb" 1237 "ENSMUSG00000068882"
"17144" "Ssbp1" 454 "ENSMUSG00000029911"
"17145" "Ssbp2" 1069 "ENSMUSG00000003992"
"17146" "Ssbp3" 1149 "ENSMUSG00000061887"
"17147" "Ssbp4" 1075 "ENSMUSG00000070003"
"17148" "Ssc4d" 1751 "ENSMUSG00000029699"
"17149" "Ssc5d" 4102 "ENSMUSG00000035279"
"17150" "Ssh1" 3114 "ENSMUSG00000042121"
"17151" "Ssh2" 4276 "ENSMUSG00000037926"
"17152" "Ssh3" 1936 "ENSMUSG00000034616"
"17153" "Ssmem1" 732 "ENSMUSG00000029784"
"17154" "Ssna1" 357 "ENSMUSG00000026966"
"17155" "Sspn" 648 "ENSMUSG00000030255"
"17156" "Sspo" 15332 "ENSMUSG00000029797"
"17157" "Ssr1" 853 "ENSMUSG00000021427"
"17158" "Ssr2" 553 "ENSMUSG00000041355"
"17159" "Ssr3" 553 "ENSMUSG00000027828"
"17160" "Ssr4" 516 "ENSMUSG00000002014"
"17161" "Ssrp1" 2111 "ENSMUSG00000027067"
"17162" "Sst" 349 "ENSMUSG00000004366"
"17163" "Sstr1" 1175 "ENSMUSG00000035431"
"17164" "Sstr2" 1109 "ENSMUSG00000047904"
"17165" "Sstr3" 1286 "ENSMUSG00000044933"
"17166" "Sstr4" 1157 "ENSMUSG00000037014"
"17167" "Sstr5" 1088 "ENSMUSG00000050824"
"17168" "Ssty1" 698 "ENSMUSG00000095267"
"17169" "Ssty2" 683 "ENSMUSG00000095302"
"17170" "Ssty2" 683 "ENSMUSG00000094739"
"17171" "Ssu2" 1011 "ENSMUSG00000034387"
"17172" "Ssu72" 580 "ENSMUSG00000029038"
"17173" "Ssx2ip" 1835 "ENSMUSG00000036825"
"17174" "Ssx9" 507 "ENSMUSG00000035371"
"17175" "Ssxb1" 507 "ENSMUSG00000079705"
"17176" "Ssxb10" 507 "ENSMUSG00000068219"
"17177" "Ssxb2" 493 "ENSMUSG00000023165"
"17178" "Ssxb3" 507 "ENSMUSG00000079701"
"17179" "Ssxb5" 474 "ENSMUSG00000071816"
"17180" "Ssxb6" 507 "ENSMUSG00000079702"
"17181" "Ssxb8" 507 "ENSMUSG00000079703"
"17182" "Ssxb9" 552 "ENSMUSG00000068218"
"17183" "St13" 1104 "ENSMUSG00000022403"
"17184" "St14" 2549 "ENSMUSG00000031995"
"17185" "St18" 3118 "ENSMUSG00000033740"
"17186" "St3gal1" 1008 "ENSMUSG00000013846"
"17187" "St3gal2" 1047 "ENSMUSG00000031749"
"17188" "St3gal3" 1114 "ENSMUSG00000028538"
"17189" "St3gal4" 992 "ENSMUSG00000032038"
"17190" "St3gal5" 1238 "ENSMUSG00000056091"
"17191" "St3gal6" 981 "ENSMUSG00000022747"
"17192" "St6gal1" 1207 "ENSMUSG00000022885"
"17193" "St6gal2" 1570 "ENSMUSG00000024172"
"17194" "St6gal2" 1570 "ENSMUSG00000098633"
"17195" "St6galnac1" 1572 "ENSMUSG00000009588"
"17196" "St6galnac2" 1113 "ENSMUSG00000057286"
"17197" "St6galnac3" 913 "ENSMUSG00000052544"
